EVENT_ID,event_time,Event_Label,mlb_opponent,DayOfWeek,Homestand_Number,Series_Number,Game_Number,RegularSeason_Game,Promotion,GroupNight,Premium,Outcome,PartialPlan,Season,tickets_sold
2874,8/2/15 13:05,8/2/15,Cleveland Indians,Sunday,9,17,54,Yes,Gallego Windmill,,Green,W,On Deck,2015,19544
2875,8/3/15 19:05,8/3/15,Baltimore Orioles,Monday,9,18,55,Yes,,,White,L,Sac Fly,2015,11550
2876,8/4/15 19:05,8/4/15,Baltimore Orioles,Tuesday,9,18,56,Yes,,Jewish Heritage Night,White,W,Sac Fly,2015,16410
2877,8/5/15 12:35,8/5/15,Baltimore Orioles,Wednesday,9,18,57,Yes,,,White,L,Hit and Run,2015,20198
2878,8/6/15 19:05,8/6/15,Houston Astros,Thursday,9,19,58,Yes,,Dog Day,White,L,Sac Fly,2015,16223
2879,8/7/15 19:05,8/7/15,Houston Astros,Friday,9,19,59,Yes,,Italian Heritage Night,White,W,On Deck,2015,18978
2880,8/8/15 13:05,8/8/15,Houston Astros,Saturday,9,19,60,Yes,White Cleats T-Shirt,,Green,W,On Deck,2015,25100
2881,8/9/15 13:05,8/9/15,Houston Astros,Sunday,9,19,61,Yes,,,Green,W,On Deck,2015,20346
2882,8/18/15 19:05,8/18/15,Los Angeles Dodgers,Tuesday,10,20,62,Yes,McGwire Bobblehead,,Gold,W,Sac Fly,2015,35100
2883,8/19/15 12:35,8/19/15,Los Angeles Dodgers,Wednesday,10,20,63,Yes,,,Green,W,Hit and Run,2015,26135
2884,8/21/15 19:05,8/21/15,Tampa Bay Rays,Friday,10,21,64,Yes,,Filipino Heritage Night,Green,L,On Deck,2015,20680
2885,8/22/15 18:05,8/22/15,Tampa Bay Rays,Saturday,10,21,65,Yes,Fireworks,,Green,L,On Deck,2015,35096
2886,8/23/15 13:05,8/23/15,Tampa Bay Rays,Sunday,10,21,66,Yes,,,Green,W,On Deck,2015,19457
2887,8/31/15 19:05,8/31/15,Los Angeles Angels,Monday,11,22,67,Yes,,,White,W,Sac Fly,2015,12067
2888,9/1/15 19:05,9/1/15,Los Angeles Angels,Tuesday,11,22,68,Yes,,,White,L,Sac Fly,2015,14236
2889,9/2/15 12:35,9/2/15,Los Angeles Angels,Wednesday,11,22,69,Yes,,,White,L,Hit and Run,2015,13395
2890,9/4/15 19:05,9/4/15,Seattle Mariners,Friday,11,23,70,Yes,,Oktoberfest,Green,L,On Deck,2015,16402
2891,9/5/15 18:05,9/5/15,Seattle Mariners,Saturday,11,23,71,Yes,Fireworks,,Green,L,On Deck,2015,26059
2892,9/6/15 13:05,9/6/15,Seattle Mariners,Sunday,11,23,72,Yes,,BCA Day,White,L,On Deck,2015,19626
2893,9/7/15 13:05,9/7/15,Houston Astros,Monday,11,24,73,Yes,,,Green,W,On Deck,2015,22267
2894,9/8/15 19:05,9/8/15,Houston Astros,Tuesday,11,24,74,Yes,,,White,W,Sac Fly,2015,11397
2895,9/9/15 19:05,9/9/15,Houston Astros,Wednesday,11,24,75,Yes,,,White,L,Sac Fly,2015,13486
2896,9/22/15 19:05,9/22/15,Texas Rangers,Tuesday,12,25,76,Yes,,,White,L,Sac Fly,2015,16564
2897,9/23/15 19:05,9/23/15,Texas Rangers,Wednesday,12,25,77,Yes,,,White,L,Sac Fly,2015,16481
2898,9/24/15 12:35,9/24/15,Texas Rangers,Thursday,12,25,78,Yes,,,White,L,Hit and Run,2015,14137
2899,9/25/15 19:05,9/25/15,San Francisco Giants,Friday,12,26,79,Yes,,,Gold,W,On Deck,2015,36036
2900,9/26/15 13:05,9/26/15,San Francisco Giants,Saturday,12,26,80,Yes,,,Gold,L,On Deck,2015,36033
2901,9/27/15 13:05,9/27/15,San Francisco Giants,Sunday,12,26,81,Yes,,,Gold,L,On Deck,2015,35967
3485,4/2/16 13:05,4/2/16,San Francisco Giants,Saturday,1,0,0,No,Exhibition,,White,W,On Deck,2016,27458
3403,4/4/16 19:05,4/4/16,Chicago White Sox,Monday,1,1,1,Yes,Opening Day,,Gold,L,On Deck,2016,35067
3405,4/5/16 19:05,4/5/16,Chicago White Sox,Tuesday,1,1,2,Yes,,$10 Group Day,White,L,Sac Fly,2016,10490
3406,4/6/16 19:05,4/6/16,Chicago White Sox,Wednesday,1,1,3,Yes,,Discount Day,White,W,Sac Fly,2016,16525
3407,4/7/16 12:35,4/7/16,Chicago White Sox,Thursday,1,1,4,Yes,,Home Run Reader #1,White,L,Hit and Run,2016,12597
3408,4/11/16 19:05,4/11/16,Los Angeles Angels,Monday,2,2,5,Yes,,,White,L,Sac Fly,2016,13426
3409,4/12/16 19:05,4/12/16,Los Angeles Angels,Tuesday,2,2,6,Yes,,,White,L,Sac Fly,2016,13522
3410,4/13/16 12:35,4/13/16,Los Angeles Angels,Wednesday,2,2,7,Yes,,,White,L,Hit and Run,2016,11236
3411,4/15/16 19:05,4/15/16,Kansas City Royals,Friday,2,3,8,Yes,,African American Heritage,White,L,On Deck,2016,19489
3412,4/16/16 13:05,4/16/16,Kansas City Royals,Saturday,2,3,9,Yes,Jersey Day  / 5K Race,,Green,W,On Deck,2016,25651
3413,4/17/16 13:05,4/17/16,Kansas City Royals,Sunday,2,3,10,Yes,,Little League Day,Green,W,On Deck,2016,29708
3414,4/29/16 19:05,4/29/16,Houston Astros,Friday,3,4,11,Yes,,,White,W,On Deck,2016,20218
3415,4/30/16 13:05,4/30/16,Houston Astros,Saturday,3,4,12,Yes,Doolittle Gnome,,Gold,W,On Deck,2016,23104
3416,5/1/16 13:05,5/1/16,Houston Astros,Sunday,3,4,13,Yes,,Little League Day,Green,L,On Deck,2016,24181
3417,5/2/16 19:05,5/2/16,Seattle Mariners,Monday,3,5,14,Yes,,,White,L,Sac Fly,2016,10552
3418,5/3/16 19:05,5/3/16,Seattle Mariners,Tuesday,3,5,15,Yes,,Step-Up / $5 Rapid Deal,White,L,Sac Fly,2016,12594
3419,5/4/16 12:35,5/4/16,Seattle Mariners,Wednesday,3,5,16,Yes,,Home Run Reader #2,White,L,Hit and Run,2016,16247
3420,5/16/16 19:05,5/16/16,Texas Rangers,Monday,4,6,17,Yes,,,White,W,Sac Fly,2016,10200
3421,5/17/16 19:05,5/17/16,Texas Rangers,Tuesday,4,6,18,Yes,,Korean Heritage,White,W,Sac Fly,2016,12740
3422,5/18/16 12:35,5/18/16,Texas Rangers,Wednesday,4,6,19,Yes,,,White,W,Hit and Run,2016,14334
3423,5/19/16 19:05,5/19/16,New York Yankees,Thursday,4,7,20,Yes,Group Jersey,,Green,L,Sac Fly,2016,17472
3424,5/20/16 18:35,5/20/16,New York Yankees,Friday,4,7,21,Yes,Fireworks,,Gold,L,On Deck,2016,28239
3425,5/21/16 13:05,5/21/16,New York Yankees,Saturday,4,7,22,Yes,,,Gold,L,On Deck,2016,26363
3426,5/22/16 13:05,5/22/16,New York Yankees,Sunday,4,7,23,Yes,,Scout Day,Gold,L,On Deck,2016,25289
3427,5/27/16 19:05,5/27/16,Detroit Tigers,Friday,5,8,24,Yes,,Super Saver / $5 Rapid Deal,White,L,On Deck,2016,22509
3428,5/28/16 13:05,5/28/16,Detroit Tigers,Saturday,5,8,25,Yes,Reddick Bobblehead,,Green,W,On Deck,2016,24209
3429,5/29/16 13:05,5/29/16,Detroit Tigers,Sunday,5,8,26,Yes,,,White,W,On Deck,2016,20575
3430,5/30/16 13:05,5/30/16,Minnesota Twins,Monday,5,9,27,Yes,Memorial Day / Pet Dish,,Green,W,On Deck,2016,17310
3431,5/31/16 19:05,5/31/16,Minnesota Twins,Tuesday,5,9,28,Yes,,$10 Group Day,White,W,Sac Fly,2016,12780
3432,6/1/16 12:35,6/1/16,Minnesota Twins,Wednesday,5,9,29,Yes,,,White,W,Hit and Run,2016,11367
3433,6/13/16 19:05,6/13/16,Texas Rangers,Monday,6,10,30,Yes,,Discount Day,White,W,Sac Fly,2016,13552
3434,6/14/16 19:05,6/14/16,Texas Rangers,Tuesday,6,10,31,Yes,,Pride Night,White,L,Sac Fly,2016,13103
3435,6/15/16 19:05,6/15/16,Texas Rangers,Wednesday,6,10,32,Yes,,,White,L,Sac Fly,2016,10133
3436,6/16/16 12:35,6/16/16,Texas Rangers,Thursday,6,10,33,Yes,,,White,L,Hit and Run,2016,14245
3437,6/17/16 18:35,6/17/16,Los Angeles Angels,Friday,6,11,34,Yes,Fireworks,,Green,W,On Deck,2016,24621
3438,6/18/16 13:05,6/18/16,Los Angeles Angels,Saturday,6,11,35,Yes,Bobblehead,,Green,L,On Deck,2016,25122
3439,6/19/16 13:05,6/19/16,Los Angeles Angels,Sunday,6,11,36,Yes,Fathers Day,,Green,L,On Deck,2016,22984
3440,6/21/16 19:05,6/21/16,Milwaukee Brewers,Tuesday,6,12,37,Yes,,$10 Group Day,White,W,Sac Fly,2016,13510
3441,6/22/16 12:35,6/22/16,Milwaukee Brewers,Wednesday,6,12,38,Yes,,,White,L,Hit and Run,2016,13599
3442,6/29/16 19:05,6/29/16,San Francisco Giants,Wednesday,7,13,39,Yes,,,Gold,W,Sac Fly,2016,32812
3443,6/30/16 19:05,6/30/16,San Francisco Giants,Thursday,7,13,40,Yes,,,Gold,L,On Deck,2016,36083
3444,7/1/16 19:05,7/1/16,Pittsburgh Pirates,Friday,7,14,41,Yes,Bobblehead,Step-Up,Green,L,On Deck,2016,15716
3445,7/2/16 19:05,7/2/16,Pittsburgh Pirates,Saturday,7,14,42,Yes,Fireworks,,Green,L,On Deck,2016,28873
3446,7/3/16 13:05,7/3/16,Pittsburgh Pirates,Sunday,7,14,43,Yes,,$10 Group Day / MLB Tote Bag,White,L,On Deck,2016,21868
3447,7/15/16 19:05,7/15/16,Toronto Blue Jays,Friday,8,15,44,Yes,Jersey,,White,W,On Deck,2016,19242
3448,7/16/16 13:05,7/16/16,Toronto Blue Jays,Saturday,8,15,45,Yes,Hello Kitty,,Green,W,On Deck,2016,27569
3449,7/17/16 13:05,7/17/16,Toronto Blue Jays,Sunday,8,15,46,Yes,,Super Saver,White,L,On Deck,2016,21663
3450,7/18/16 19:05,7/18/16,Houston Astros,Monday,8,16,47,Yes,,,White,W,Sac Fly,2016,10706
3451,7/19/16 19:05,7/19/16,Houston Astros,Tuesday,8,16,48,Yes,,,White,W,Sac Fly,2016,15163
3452,7/20/16 12:35,7/20/16,Houston Astros,Wednesday,8,16,49,Yes,,,White,L,Hit and Run,2016,20240
3453,7/21/16 19:05,7/21/16,Tampa Bay Rays,Thursday,8,17,50,Yes,,$10 Group Day / $5 Rapid Deal,White,L,Sac Fly,2016,14425
3454,7/22/16 19:05,7/22/16,Tampa Bay Rays,Friday,8,17,51,Yes,,Step-Up,Green,W,On Deck,2016,15271
3455,7/23/16 18:05,7/23/16,Tampa Bay Rays,Saturday,8,17,52,Yes,Fireworks,,Green,W,On Deck,2016,30462
3456,7/24/16 13:05,7/24/16,Tampa Bay Rays,Sunday,8,17,53,Yes,Group Jersey,,White,W,On Deck,2016,17664
3457,8/5/16 19:05,8/5/16,Chicago Cubs,Friday,9,18,54,Yes,,Italian Heritage,Green,L,On Deck,2016,25195
3458,8/6/16 13:05,8/6/16,Chicago Cubs,Saturday,9,18,55,Yes,Turn-Back-the-Clock T-shirt,,Green,L,On Deck,2016,32418
3459,8/7/16 13:05,8/7/16,Chicago Cubs,Sunday,9,18,56,Yes,,,Green,L,On Deck,2016,23487
3460,8/8/16 19:05,8/8/16,Baltimore Orioles,Monday,9,19,57,Yes,,,White,W,Sac Fly,2016,10415
3461,8/9/16 19:05,8/9/16,Baltimore Orioles,Tuesday,9,19,58,Yes,,Jewish Heritage,White,W,Sac Fly,2016,13608
3462,8/10/16 19:05,8/10/16,Baltimore Orioles,Wednesday,9,19,59,Yes,,Discount Day,White,W,Sac Fly,2016,13510
3463,8/11/16 12:35,8/11/16,Baltimore Orioles,Thursday,9,19,60,Yes,,,White,L,Hit and Run,2016,16615
3464,8/12/16 19:05,8/12/16,Seattle Mariners,Friday,9,20,61,Yes,Group Jersey / Fan Appreciation,,Green,W,On Deck,2016,14090
3465,8/13/16 18:05,8/13/16,Seattle Mariners,Saturday,9,20,62,Yes,Fireworks,,Green,L,On Deck,2016,35094
3466,8/14/16 13:05,8/14/16,Seattle Mariners,Sunday,9,20,63,Yes,,Step-Up,White,L,On Deck,2016,21231
3467,8/22/16 19:05,8/22/16,Cleveland Indians,Monday,10,21,64,Yes,,,White,L,Sac Fly,2016,10125
3468,8/23/16 19:05,8/23/16,Cleveland Indians,Tuesday,10,21,65,Yes,,,White,W,Sac Fly,2016,13192
3469,8/24/16 12:35,8/24/16,Cleveland Indians,Wednesday,10,21,66,Yes,,,White,W,Hit and Run,2016,12801
3470,9/2/16 19:05,9/2/16,Boston Red Sox,Friday,11,22,67,Yes,,Super Saver,Green,L,On Deck,2016,21406
3471,9/3/16 18:05,9/3/16,Boston Red Sox,Saturday,11,22,68,Yes,Canseco Bobblehead,,Green,L,On Deck,2016,30076
3472,9/4/16 13:05,9/4/16,Boston Red Sox,Sunday,11,22,69,Yes,,BCA Day,Green,W,On Deck,2016,25228
3473,9/5/16 13:05,9/5/16,Los Angeles Angels,Monday,11,23,70,Yes,Blanket Giveaway,,Green,L,On Deck,2016,17267
3474,9/6/16 19:05,9/6/16,Los Angeles Angels,Tuesday,11,23,71,Yes,,Cal Night,White,W,Sac Fly,2016,12305
3475,9/7/16 12:35,9/7/16,Los Angeles Angels,Wednesday,11,23,72,Yes,,,White,W,Hit and Run,2016,11867
3476,9/9/16 19:05,9/9/16,Seattle Mariners,Friday,11,24,73,Yes,,Discount Day,White,L,On Deck,2016,19409
3477,9/10/16 13:05,9/10/16,Seattle Mariners,Saturday,11,24,74,Yes,,Faith and Family,White,L,On Deck,2016,18444
3478,9/11/16 13:05,9/11/16,Seattle Mariners,Sunday,11,24,75,Yes,,Law Enforcement,White,L,On Deck,2016,13640
3479,9/19/16 19:05,9/19/16,Houston Astros,Monday,12,25,76,Yes,,,White,L,Sac Fly,2016,10106
3480,9/20/16 19:05,9/20/16,Houston Astros,Tuesday,12,25,77,Yes,,Portugese Heritage,White,L,Sac Fly,2016,12169
3481,9/21/16 12:35,9/21/16,Houston Astros,Wednesday,12,25,78,Yes,,,White,L,Hit and Run,2016,11203
3482,9/23/16 18:35,9/23/16,Texas Rangers,Friday,12,26,79,Yes,Fireworks,,Green,L,On Deck,2016,26439
3483,9/24/16 13:05,9/24/16,Texas Rangers,Saturday,12,26,80,Yes,,,Green,L,On Deck,2016,16825
3484,9/25/16 13:05,9/25/16,Texas Rangers,Sunday,NULL,NULL,81,Yes,,,Green,W,On Deck,2016,16721
